Date time,Content,choose_one,class_label
12/7/2021 14:35,"@Carnahan_12 @PFDonato It is more than possible. I was having traffic issues until I chanced on https://t.co/CoEsflIuSk
Since then, I've had that problem sorted",Not Relevant,0
12/7/2021 14:35,"We're not sure about rules on leashes, but someone definitely needs a muzzle.
https://t.co/ICrbzTlxxd",Not Relevant,0
12/7/2021 14:35,"Here provides an overview of the intelligent traffic system based on the IoT, its benefits and drawbacks in terms of real-time analysis of traffic congestion, pedestrian crossings, and free path availability for emergency vehicles in urban areas. 

More @ https://t.co/0EChg5Zmya https://t.co/zu8gb6MyQg",Not Relevant,0
12/7/2021 14:34,"To North   Quinto &gt; Airolo 5 km traffic jam https://t.co/9T1gAtoUA0   Mon, 12 Jul 2021 16:34:53 +0200",Relevant ,1
12/7/2021 14:34,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:34,"Not going to quote tweet someone's latest attempt to drive traffic to his newsletter, but it seems like you can either believe the climate left is fundamentally shaping that course of legislation and will determine who wins the midterms or that they're fringe outsiders. Not both!",Not Relevant,0
12/7/2021 14:34,"Behind every @RCAF_ARC aircraft that takes to the air for training or @CFOperations, there is a massive effort  from maintenance to fuel to air traffic control, its #teamwork at its finest! #RCAF https://t.co/rBWTCoIa6c",Not Relevant,0
12/7/2021 14:34,"Slow traffic to the right, brah.

 https://t.co/UoutsvgI3v",Relevant ,1
12/7/2021 14:34,"""Foot traffic for around 100 US collection centres Macquarie has monitored increased over recent weeks and these trends are expected to support improved revenue for CSL heading into FY23."" $PAYS

https://t.co/qn9Ky7SGcP",Not Relevant,0
12/7/2021 14:34,"For years, the most calculated way that people would use Pinterest was to drive traffic to their websites. But recently, Pinterest began to want to bring some of that content onto the platform itself.  https://t.co/aUb2pGulAy",Not Relevant,0
12/7/2021 14:34,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:34,"This is Boris Johnson, The Prime Minister.

We need to get this monster out.

It is enraging and chilling in equal measure.

https://t.co/x40TV5YEXk

#ToryHypocrisy",Not Relevant,0
12/7/2021 14:34,"A high-ranking official at #ChinaTobaccos European branch worked with smugglers to traffic tons of cigarettes onto the black market.

The scheme involved sending 17 tons of junk to Libya. https://t.co/UFQrbwiR3e",Not Relevant,0
12/7/2021 14:34,"12 #SEO KPIs you need to track
 ROI
 Conversions
 Organic visibility
 Organic sessions
 Branded vs. non-branded traffic
 Keyword rankings
 Backlinks
 Organic CTR
 Bounce Rate
 Time on page
 Coverage issues
 PageSpeed
Learn more: https://t.co/PsDRL4z04L.",Not Relevant,0
12/7/2021 14:34,"SAC invaded the place where CDM police/ traffic police are staying &amp; opened gunfires in Patheingyi, Mandalay. Khant Ko Ko Maung was killed &amp; Phoe Pyae got injured. 5 others were abducted. #SACWantsCovidUncontrollable #July12Coup #WhatsHappeningInMyanmar https://t.co/PAy3C11ayz",Not Relevant,0
12/7/2021 14:34,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:34,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:34,"Not going to quote tweet someone's latest attempt to drive traffic to his newsletter, but it seems like you can either believe the climate left is fundamentally shaping that course of legislation and will determine who wins the midterms or that they're fringe outsiders. Not both!",Not Relevant,0
12/7/2021 14:34,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:34,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:34,"@YIMBY_Princeton @eclisham @nsjersey Trying to get that new hope vacation traffic across the river for sure. It will be interesting to see what that does to the twin towns' balance of economics &amp; ""culture"" or whatever lambertville has been pedaling.",Not Relevant,0
12/7/2021 14:34,"The Sega Dreamcast Mobile Assault Tour was a 22-week ""tour"" created by Sega of America and sponsored by IGN to help promote the then-upcoming Sega Dreamcast console. The tour was set to stop at 200 ""high traffic venues"" across the United States in 1999 https://t.co/XRJaS40Ruh",Not Relevant,0
12/7/2021 14:34,"The traffic calming application period is currently open through Friday, July 30. If you are interested in traffic calming for your neighborhood, complete an application &amp; submit it for consideration into the program. 

Learn more  https://t.co/99wDGHxgmE. https://t.co/ZfTJtEyNaR",Not Relevant,0
12/7/2021 14:34,@NHPSouthernComm @LVMPD_Traffic Actually you never run out of content when it comes to stupid. Be safe.,Not Relevant,0
12/7/2021 14:34,"The Sega Dreamcast Mobile Assault Tour was a 22-week ""tour"" created by Sega of America and sponsored by IGN to help promote the then-upcoming Sega Dreamcast console. The tour was set to stop at 200 ""high traffic venues"" across the United States in 1999 https://t.co/XRJaS40Ruh",Not Relevant,0
12/7/2021 14:34,@cormacfoc @DaloAnto @HurlerD @ExaminerSport @RyanLarry @tonyleen @FantasyHurling @murtybrownes Local Gardai will be on overtime directing traffic,Not Relevant,0
12/7/2021 14:34,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:34,"SAC invaded the place where CDM police/ traffic police are staying &amp; opened gunfires in Patheingyi, Mandalay. Khant Ko Ko Maung was killed &amp; Phoe Pyae got injured. 5 others were abducted. #SACWantsCovidUncontrollable #July12Coup #WhatsHappeningInMyanmar https://t.co/4PvdKixEKX",Not Relevant,0
12/7/2021 14:34,"TIL some flavors of netcat have some dope features like encrytped shells and traffic redirectors. Nice one @ikuamike

https://t.co/aUErxIFpGi",Not Relevant,0
12/7/2021 14:34,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:34,"The No Motor Vehicles sign has been in use for 57 years but half of British drivers appear not to understand the meaning of it, according to a new survey. The sign is often used in camera enforced LTNs.

https://t.co/CW2Eee7OSy",Not Relevant,0
12/7/2021 14:34,Please I still need a dispatch rider to pick up a package from Lekki to Surulere. @_DammyB_ @Gidi_Traffic please RT!!!  https://t.co/6TC9noQ8pY,Not Relevant,0
12/7/2021 14:34,Apple's iOS 15 private relay now encrypts users internet traffic. This new update makes your browsing activity more private and secure. #iOS15 #iOSDev #AppleNews #iPhone12ProMax https://t.co/nx1Yy4m4cw,Not Relevant,0
12/7/2021 14:34,Traffic signals with extended LED lights is what we lack as a society https://t.co/fDKgc6vv4K,Not Relevant,0
12/7/2021 14:34,@Abramjee Lile he is directing traffic,Not Relevant,0
12/7/2021 14:34,"Driver trapped in traffic on #M67 whilst #ME48 + #ME58 dealt with a collision. Driver got bored of waiting, started drinking alcohol and fell asleep! Provided sample limit exceeded and arrested. Later provided sample of 32 and released #nonefortheroad #fatal4 @NWmwaypolice https://t.co/rGZmhYQyMI",Relevant ,1
12/7/2021 14:34,"The Sega Dreamcast Mobile Assault Tour was a 22-week ""tour"" created by Sega of America and sponsored by IGN to help promote the then-upcoming Sega Dreamcast console. The tour was set to stop at 200 ""high traffic venues"" across the United States in 1999 https://t.co/XRJaS40Ruh",Not Relevant,0
12/7/2021 14:34,"It was a traffic violation NOT a crime 
#cameronherrin
#cameron_herrin
#cameron_24
#cameronherrin1
#justiceforcameronherrin
#JusticeForCameron
#JusticeForHerrin
#justice_for_cameron
#justice_for_herrin
#All_with_cameron_herrin
@AGAshleyMoody 
@13thCourtFL 
@GovRonDeSantis https://t.co/KKG8vWWICP",Not Relevant,0
12/7/2021 14:34,7/12/2021@10:30 AM: HAZARD IN HIGH TRAFFIC AREA at 1896 VIRGINIA AVE AUGUSTA GA https://t.co/DmCSQ4Ak64,Relevant ,1
12/7/2021 14:34,"Not going to quote tweet someone's latest attempt to drive traffic to his newsletter, but it seems like you can either believe the climate left is fundamentally shaping that course of legislation and will determine who wins the midterms or that they're fringe outsiders. Not both!",Not Relevant,0
12/7/2021 14:34,@SunnyDeco @TheRealHoarse Oops. Thats included also just gotta figure out the traffic for Manhattan. Want to see the Memorial.,Not Relevant,0
12/7/2021 14:34,"Since 2016, Russia secured  contracts for Cubas air traffic control towers of main airports, invested hundreds of millions in aid &amp; military support, is building power plants, pledged $1.5 billion for railroad, and needs Cuba geopolitically; ie, support Venezuela, threaten US. https://t.co/2m9PHagNqB",Not Relevant,0
12/7/2021 14:34,"So many billionaires in private jets flew to Sun Valley to hear @BillGates rave about climate that the FAA had to stop temporarily shutdown Western air space to other air traffic.

No #ClimateHypocrisy here. Move on.

https://t.co/oDUafFdXBN https://t.co/YLt1nM3WJd",Not Relevant,0
12/7/2021 14:34,"ADVISORY: UP college admission results are out on Thursday, July 15. To manage site traffic, the university advises applicants to visit the application portal based on the first letter of their surname that corresponds to a time slot. | via @bnzmagsambol https://t.co/jpSZ104xRI",Not Relevant,0
12/7/2021 14:34,AVOID the area of Cilley Rd/Maple St due to a traffic accident. Some roads closed. Thank you............... https://t.co/xLa0BlZJpq,Relevant ,1
12/7/2021 14:34,"Ideally, as a biker you want to be seen clearly in an urban traffic setting. With these you can't not be seen. https://t.co/wPdsWKOgK0",Not Relevant,0
12/7/2021 14:34,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:34,"minwon au
 slipped

in which mingyu promised a lot of things to wonwoo including teaching him how to drive, park and read traffic signs but theres a truth with the saying promises are meant to be broken bcos he said forever now wonwoo drives past his street. https://t.co/J1mQWBFENJ",Not Relevant,0
12/7/2021 14:34,"@Lizziesaurus @FastOrFar @imoshedinheels You've obviously done a lot of research into cycle helmets and safety, can you recommend a helmet manufacturer who guarantees their product in traffic. Thanks in advance.",Not Relevant,0
12/7/2021 14:34,More free traffic from Google is a good thing - these hacks will help you get it https://t.co/u0izyMFHhG,Not Relevant,0
12/7/2021 14:34,"It was a traffic violation NOT a crime 
#cameronherrin
#cameron_herrin
#cameron_24
#cameronherrin1
#justiceforcameronherrin
#JusticeForCameron
#JusticeForHerrin
#justice_for_cameron
#justice_for_herrin
#All_with_cameron_herrin
@AGAshleyMoody 
@13thCourtFL 
@GovRonDeSantis https://t.co/mlZJ5RU2OJ",Not Relevant,0
12/7/2021 14:34,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:33,"So pissed off. Just spent 40 minutes queuing to get a @KFC_UKI at Braintree to finally get to the order point to be told they're closed. Ridiculous. No signs up, car park not cones off or anything so causing loads of traffic back onto a dangerous roundabout",Relevant ,1
12/7/2021 14:33,"Lol. Traffic court lawyer Jenna Ellis is throwing a tantrum because she got blocked by RNC Chair Ronna McDaniel.

Fucking hilarious ",Not Relevant,0
12/7/2021 14:33,This friend of mine by name Monday Edache with phone number 08102704141 left Ajah for Oshodi to see a friend since a day before yesterday. His number has not been connecting. Can someone help check his location? We are already worried @Gidi_Traffic @ https://t.co/i1dwwUJYqP,Not Relevant,0
12/7/2021 14:33,"Webinar 13 July @wejoHQ:
Smarter Traffic &amp; Transportation Planning: How to Boost Operational Control with Connected Vehicle Data

When: 13 July, 10:30am CET (9:30am BST)

REGISTER FOR FREE 
https://t.co/o2hxis1ESl https://t.co/KLwplccxlP",Not Relevant,0
12/7/2021 14:33,"Baltimore-Washington Pkwy N btwn NASA Goddard  and Powder Mill Rd, STAY LEFT, mobile work crew #Greenbelt #MdTraffic #DCTraffic 
 
Traffic https://t.co/nb3VFR1abs
Listen https://t.co/KpJlqpKxN7 https://t.co/o2jS7YLxkv",Relevant ,1
12/7/2021 14:33,"It was a traffic violation NOT a crime 
#cameronherrin
#cameron_herrin
#cameron_24
#cameronherrin1
#justiceforcameronherrin
#JusticeForCameron
#JusticeForHerrin
#justice_for_cameron
#justice_for_herrin
#All_with_cameron_herrin
@AGAshleyMoody 
@13thCourtFL 
@GovRonDeSantis https://t.co/yHwNFJ9vhb",Not Relevant,0
12/7/2021 14:33,@Serisothikos Can Alabama get something like that? We get traffic just breathing towards the interstate,Not Relevant,0
12/7/2021 14:33,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:33,"Making laws is easy, implementation becomes a problem....

Wether it's traffic related law or any other law.",Not Relevant,0
12/7/2021 14:33,"The @RCAF_ARCs Wings are busy airports. In the tower, air traffic control personnel keep a close eye on the sky to make sure #RCAF flights are safely coordinated, either in training or during @CFoperations. https://t.co/X4UQsGE3GQ",Not Relevant,0
12/7/2021 14:33,"I have a meeting @ 8am tomorrow in the city.

I haven't driven in rush hour traffic for over a year..

*groans loudly",Not Relevant,0
12/7/2021 14:33,"#ZhouZishu #WenKexing #WenZhou #WordofHonor #ShanHeLing #
Reposted with permission. 
Pls click  to give the artist traffic &amp; . 
Cr: _Angela
https://t.co/p4TPCXGDEa https://t.co/3kEYpCAYwK",Not Relevant,0
12/7/2021 14:33,7 new measures will be adopted over the coming months in Palma de Mallorca with plans for reducing vehicle traffic in the city centre such as #LowEmissionZones for cars. Find out more here https://t.co/ogsHS1VzC4 #SustainableUrbanMobility #SUMP #UrbanMobility https://t.co/HY012lT4V5,Not Relevant,0
12/7/2021 14:33,"Lol. Traffic court lawyer Jenna Ellis is throwing a tantrum because she got blocked by RNC Chair Ronna McDaniel.

Fucking hilarious ",Not Relevant,0
12/7/2021 14:33,@ShudufhadzoRSA Tumis space? They do a traffic update as well ,Not Relevant,0
12/7/2021 14:33,"This is where Id want to sit in the early seasons of Mad Men:

- corner office
- comfortable chair
- not a lot of foot traffic
- window view
- quiet
- can hear everything in Dons office, including the snoring and existential angst https://t.co/ImL3ysfgcl",Not Relevant,0
12/7/2021 14:33,"SAC invaded the place where CDM police/ traffic police are staying &amp; opened gunfires in Patheingyi, Mandalay. Khant Ko Ko Maung was killed &amp; Phoe Pyae got injured. 5 others were abducted. #SACWantsCovidUncontrollable #July12Coup #WhatsHappeningInMyanmar https://t.co/lvhrwZbH11",Not Relevant,0
12/7/2021 14:33,"@Wave_Brush @PurlingPanda @thegallowboob Traffic lights appear in order from top to bottom: red, yellow, green (in the US at least). So if they were to ONLY use an LED, thatd be a problem. But a combination of the traffic light and LED light shouldnt be a issue for most color blind folks. https://t.co/vOGq1EgnV6",Not Relevant,0
12/7/2021 14:33,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:33,@flames_of_chaos @sascha_p The author posted this video in the comments. It's a truck full of traffic lights. https://t.co/h2LwyL65ck,Not Relevant,0
12/7/2021 14:33,"SAC invaded the place where CDM police/ traffic police are staying &amp; opened gunfires in Patheingyi, Mandalay. Khant Ko Ko Maung was killed &amp; Phoe Pyae got injured. 5 others were abducted. #SACWantsCovidUncontrollable #July12Coup #WhatsHappeningInMyanmar https://t.co/jgPsxajpCl",Not Relevant,0
12/7/2021 14:33,"It was a traffic violation NOT a crime 
#cameronherrin
#cameron_herrin
#cameron_24
#cameronherrin1
#justiceforcameronherrin
#JusticeForCameron
#JusticeForHerrin
#justice_for_cameron
#justice_for_herrin
#All_with_cameron_herrin
@AGAshleyMoody 
@13thCourtFL 
@GovRonDeSantis https://t.co/mlZJ5RU2OJ",Not Relevant,0
12/7/2021 14:33,"#huskyandhiswhitecatshizun #erha #ranwan #moran #Chuwanning # #2ha # # #
Reposted with permission. 
Pls click  to give the artist traffic &amp; . 
Cr: 
https://t.co/pgjqGriBxw https://t.co/Z6QWps7e5t",Not Relevant,0
12/7/2021 14:33,"ALERT: Here is another picture of my son. The weather is turning bad,and we still cant find him.Hes autistic,so he doesnt make friends in a normal way. He is still considered in a suicidal state,and Im afraid that he may be desperate enough to jump into traffic. Please help!! https://t.co/2GRO9tdFLZ",Not Relevant,0
12/7/2021 14:33,Traffic signals with extended LED lights is what we lack as a society https://t.co/fDKgc6vv4K,Not Relevant,0
12/7/2021 14:33,@NYSDOT and @nyc311 - this was the largest NYS construction site.  These huge flower planters were suppose to prevent traffic from Sheridan expressway from entering West Farms Road.  Cars are moving these planters,Not Relevant,0
12/7/2021 14:33,preface to a traffic stop: sound by Randall Horton - Poems | https://t.co/aof6Feufq4 https://t.co/jgBQdbnwA6,Not Relevant,0
12/7/2021 14:33,@JamesKratch Traffic heading to and leaving SHI Stadium could be interesting that evening.,Can't decide,2
12/7/2021 14:33,"Since 2016, Russia secured  contracts for Cubas air traffic control towers of main airports, invested hundreds of millions in aid &amp; military support, is building power plants, pledged $1.5 billion for railroad, and needs Cuba geopolitically; ie, support Venezuela, threaten US. https://t.co/2m9PHagNqB",Not Relevant,0
12/7/2021 14:33,This is #Xinjiang. A video footage shows a car driver and passers-by helping a traffic police officer who suffered from sunstroke and fainted in Atushi city in Xinjiang. https://t.co/qmYQPNyYiS,Not Relevant,0
12/7/2021 14:33,#I25 northbound: Heavy traffic jam between Exit 193 - Lincoln Avenue and Exit 194 - E-470; C-470. https://t.co/ODjhEiuCeV,Relevant ,1
12/7/2021 14:33,#I70 westbound: Standstill traffic between Exit 269A - CO 121; Wadsworth Boulevard and Exit 267 - CO 391; Kipling Street. https://t.co/OCEENDHZ0i,Relevant ,1
12/7/2021 14:33,"The Sega Dreamcast Mobile Assault Tour was a 22-week ""tour"" created by Sega of America and sponsored by IGN to help promote the then-upcoming Sega Dreamcast console. The tour was set to stop at 200 ""high traffic venues"" across the United States in 1999 https://t.co/XRJaS40Ruh",Not Relevant,0
12/7/2021 14:33,"I have already heard about Shibaswap being down. Don't panic. Works for some, not for all.

Traffic can cause sites to go wonky. Don't worry.

Should be fine in a little while.",Not Relevant,0
12/7/2021 14:33,"PM Boris Johnson called black traffic wardens n*ggers and said black man was stupid because he was a c**n 

This is the mentality of the man , the man who was given an 80 seat majority.

Speaks volumes about the voters 

#ToryHypocrisy #Hypocrite 

https://t.co/dJkIcgTZ8s",Not Relevant,0
12/7/2021 14:33,16:30: Line no. 50; Street Bohunick both directions; Irregularity of traffic; Delay till 15 min.,Relevant ,1
12/7/2021 14:33,"SAC invaded the place where CDM police/ traffic police are staying &amp; opened gunfires in Patheingyi, Mandalay. Khant Ko Ko Maung was killed &amp; Phoe Pyae got injured. 5 others were abducted. #SACWantsCovidUncontrollable #July12Coup #WhatsHappeningInMyanmar https://t.co/kO8OSBeyKM",Not Relevant,0
12/7/2021 14:33,"Lol. Traffic court lawyer Jenna Ellis is throwing a tantrum because she got blocked by RNC Chair Ronna McDaniel.

Fucking hilarious ",Not Relevant,0
12/7/2021 14:33,"@DanTibot @HantsPolRoads @HantsPolice @HantsPCC @HantsRoadSafety @SouthamptonCC @portsmouthroads @IOWightPolice @HantsIOW_fire Let me say too. Im not against them but in the right place (on the road) and with enforcement of traffic laws. Weve already pushed cycles onto pavements, now e-scooters. Mixed with bins, cars hooked up on pavements theres no room for pedestrians and its unsafe.",Not Relevant,0
12/7/2021 14:33,In Finetown Ennerdale the N1 is closed off to traffic approaching the Grasmere Toll Plaza due to protests #JHBTraffic https://t.co/ntJo1r4XtS,Relevant ,1
12/7/2021 14:27,"Planned roadwork closures in the region tonight:

20:00-06:00
#A1 northbound J73 to J79

Information on other planned road closures:
https://t.co/DI1ISKpvTQ

#WeAreWorkingForYou https://t.co/oozcjny1PA",Relevant ,1
12/7/2021 14:26,"@spikey_richie It's been in a mess for so long &amp; raised contentiously for 2 years. The useless cabinet member &amp; ward councillor, Jeff Clarke claimed 3 days before the election that it would be done in a few weeks, it seems without that being possible. Contractor seems to want full road closure. https://t.co/T82QeIN4E8",Not Relevant,0
12/7/2021 14:19,Some planned roadwork closures in the region tonight: 20:00-06:00 #A1M south J35 to J34 #M62 east J37 to #WesternInterchange #M18 north J7 to #M62 J35 #M1 north J38 to J39 Information on other planned road closures: https://t.co/F3IteKDCR6 https://t.co/8C09JPmqmV,Relevant ,1
12/7/2021 14:19,"Chandigarh-Manali National Highway and Kataula-Bajaura bypass road closed due to landslide. Thousands of tourists stranded in Kullu, Manali and Lahaul Spiti due to closure of Chandigarh-Manali NH. https://t.co/Zkt7YQOFsT",Relevant ,1
12/7/2021 14:19,"Temporary Road Closure - Denmark Road

Denmark Road will be closed to through traffic at the dual carriageway section to allow for resurfacing works. The planned dates are Tues 27th July to Weds 28th July. The road will be closed from 9.30am to 3.30pm. 

https://t.co/S7WvjhB6Yc https://t.co/f0rVvxIdQo",Relevant ,1
12/7/2021 14:19,Roadworks involving the closure of Leeds Road between Scholes and Swarcliffe for @ConnectingLeeds East Leeds Orbital Route (ELOR) works from Friday 23 July 2021 until Monday 6 September 2021. For additional information see: https://t.co/QsIQjFxYpg @MetroTravelNews https://t.co/cq6jMyu4bo,Relevant ,1
12/7/2021 14:18,"PennDOT update: From Monday, July 12, through Thursday July 15, from 9:00 AM to 3:00 PM, a lane closure is scheduled on Walton Road between Stenton Avenue and Route 73 (Skippack Pike) in Whitpain Township for milling and paving operations and high friction surface treatment.",Relevant ,1
12/7/2021 14:17,RANGE LINE ROAD CLOSURE ... Our apologies for the broken link in our previous post. Click here for the full release on a major project set to begin on Monday. https://t.co/LJdq24nTH1 https://t.co/toaLYFxwE9,Relevant ,1
12/7/2021 14:14,Re: I 91 N X9 Road Closure https://t.co/fWjzuuNqtc,Relevant ,1
12/7/2021 14:13,New #bdnmb Road Closure: 400 block 6th St https://t.co/3FnN8n0EcY,Relevant ,1
12/7/2021 14:13,"Some planned roadwork closures in the region tonight:

20:00-06:00
#A1M south J35 to J34
#M62 east J37 to #WesternInterchange
#M18 north J7 to #M62 J35
#M1 north J38 to J39

Information on other planned road closures: https://t.co/TxGHYxnqyX

#WeAreWorkingForYou https://t.co/QwF0WP2OLw",Relevant ,1
12/7/2021 14:12,"TEMPORARY ROAD CLOSURE: Burgess Street in Sheffield City Centre will temporarily close from this Thursday (15 July 2021) to allow for construction work on the new Radisson Blu hotel to begin. Read more here: https://t.co/ZLek0fpZcz

@SheffCouncil @QberryRE https://t.co/kOtDNSGC4G",Relevant ,1
12/7/2021 14:11,Road closure scheduled for State Road 165 near Owensville https://t.co/yBXQq6Ekht,Relevant ,1
12/7/2021 14:11,"Chandigarh-Manali National Highway and Kataula-Bajaura bypass road closed due to landslide. Thousands of tourists stranded in Kullu, Manali and Lahaul Spiti due to closure of Chandigarh-Manali NH. https://t.co/Zkt7YQOFsT",Relevant ,1
12/7/2021 14:11,"Please be aware that access to Kendray Streets westbound carriageway and Market Gate Car Park is closed for 2 weeks for sewage diversion work.

For details on how this affects buses and access, please visit The Glass Works website: https://t.co/OOGuU5XgMb

#Roadworks #barnsley",Relevant ,1
12/7/2021 14:10,"With Maryon Road closing next month for resurfacing I am calling on our County Councillor to make a quick decision to remove the unpopular chicane and sort out the flooding issues the beset Maryon Road all at the same time.
https://t.co/v2bJSNCQ9A",Not Relevant,0
12/7/2021 14:07,Campus Avenue is closed at University Drive (coming in from the Bronson Avenue entrance) through to Library Road due to a water main break near the Minto CASE building. https://t.co/k6Pskp05vL,Not Relevant,0
12/7/2021 14:05,"Chandigarh-Manali National Highway and Kataula-Bajaura bypass road closed due to landslide. Thousands of tourists stranded in Kullu, Manali and Lahaul Spiti due to closure of Chandigarh-Manali NH. https://t.co/Zkt7YQOFsT",Relevant ,1
12/7/2021 14:05,"Some planned roadwork closures in the region tonight:

20:00-06:00
#M20 west J6 to J5

21:00-06:00
#M27 east J5 to J7
#M27 west J9 to J8

Information on other planned road closures: https://t.co/MEvWt9xR1f

#WeAreWorkingForYou https://t.co/iVg12itmU3",Relevant ,1
12/7/2021 14:04,Beginning on 07/12/21 W Central Ave will be closed between Burns and Pine St for road work . This will be a hard closure in place for approximately 2 weeks. Residents will only have access from one side of the closure. The detour will be Pine St and Burns St.,Relevant ,1
12/7/2021 14:04,"Chandigarh-Manali National Highway and Kataula-Bajaura bypass road closed due to landslide. Thousands of tourists stranded in Kullu, Manali and Lahaul Spiti due to closure of Chandigarh-Manali NH. https://t.co/Zkt7YQOFsT",Relevant ,1
12/7/2021 14:04,"Chandigarh-Manali National Highway and Kataula-Bajaura bypass road closed due to landslide. Thousands of tourists stranded in Kullu, Manali and Lahaul Spiti due to closure of Chandigarh-Manali NH. https://t.co/Zkt7YQOFsT",Relevant ,1
12/7/2021 14:03,"Some planned roadwork closures in the region tonight:

20:00-06:00
#M20 west J6 to J5

21:00-06:00
#M27 east J5 to J7
#M27 west J9 to J8

Information on other planned road closures: https://t.co/MEvWt9xR1f

#WeAreWorkingForYou https://t.co/iVg12itmU3",Relevant ,1
12/7/2021 14:03,"UPDATE - Maidstone, Marion Crescent. Further road closure required from 19th July to 13th August for @SGNgas gas mains replacement works: https://t.co/HC2lW6p24z",Relevant ,1
12/7/2021 14:02,"Chandigarh-Manali National Highway and Kataula-Bajaura bypass road closed due to landslide. Thousands of tourists stranded in Kullu, Manali and Lahaul Spiti due to closure of Chandigarh-Manali NH. https://t.co/Zkt7YQOFsT",Relevant ,1
12/7/2021 14:01,"Some planned roadwork closures in the region tonight:

20:00-06:00
#M20 west J6 to J5

21:00-06:00
#M27 east J5 to J7
#M27 west J9 to J8

Information on other planned road closures: https://t.co/MEvWt9xR1f

#WeAreWorkingForYou https://t.co/iVg12itmU3",Relevant ,1
12/7/2021 14:00,"ROAD CLOSURE ADVANCED NOTICE| C1044 - Green Lane, Yarpole, Herefordshire, will be closed on 19th July 2021 for 3 days, On behalf of Gigaclear for defect repair works, Resident access only, please see diversion https://t.co/IX9dqIUzEA",Relevant ,1
12/7/2021 14:00,"Planned roadwork closures in the region tonight:

20:00-06:00
#A1 northbound J73 to J79

Information on other planned road closures:
https://t.co/DI1ISKpvTQ

#WeAreWorkingForYou https://t.co/oozcjny1PA",Relevant ,1
12/7/2021 14:00,"Some planned roadwork closures in the region tonight:

20:00-06:00
#A1M south J35 to J34
#M62 east J37 to #WesternInterchange
#M18 north J7 to #M62 J35
#M1 north J38 to J39

Information on other planned road closures: https://t.co/TxGHYxnqyX

#WeAreWorkingForYou https://t.co/QwF0WP2OLw",Relevant ,1
